"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
"15736",23933,"Morera","19/01/2012 09:52","Alto (> 8 mts)",90,"Grande",-68.85199,-32.89928,2,"Barrio Civico",2366816,0,"bajo"
"27690",41923,"Fresno europeo","20/04/2011 10:04","Bajo (2 - 4 mts)",15,"Chico",-68.83811,-32.87986,1,"Parque Central",1655358,0,"bajo"
"14061",21475,"Olmo comun","11/05/2011 12:15","Medio (4 - 8 mts)",52,"Mediano",-68.85889,-32.89186,5,"Residencial Sur",2423809,0,"bajo"
"697",1080,"Caducifolio","14/12/2011 09:34","Bajo (2 - 4 mts)",36,"Mediano",-68.88088,-32.86804,8,"Aeroparque",2203365,0,"bajo"
"4391",6739,"Morera","16/05/2011 10:21","Alto (> 8 mts)",140,"Grande",-68.85764,-32.89301,5,"Residencial Sur",2423809,0,"medio"
"12504",19214,"Morera","06/07/2011 09:21","Alto (> 8 mts)",180,"Grande",-68.8387,-32.87256,4,"Cuarta Oeste",1173333,0,"medio"
"19283",29335,"Morera","25/04/2011 09:25","Alto (> 8 mts)",190,"Grande",-68.84363,-32.88686,1,"Parque Central",1655358,0,"medio"
"27324",41338,"Pltano","19/04/2011 11:20","Alto (> 8 mts)",155,"Grande",-68.84017,-32.88306,1,"Parque Central",1655358,0,"medio"
"2485",3764,"Fresno europeo","29/08/2011 09:48","Medio (4 - 8 mts)",65,"Grande",-68.81867,-32.86966,4,"Cuarta Este Área Fundacional",1822016,0,"bajo"
"26351",39842,"Morera","02/05/2011 10:48","Alto (> 8 mts)",180,"Grande",-68.84439,-32.87374,1,"Parque Central",1655358,0,"medio"
"12507",19217,"Morera","06/07/2011 09:15","Alto (> 8 mts)",180,"Grande",-68.83867,-32.87241,4,"Cuarta Oeste",1173333,0,"medio"
"31079",47155,"Fresno europeo","20/09/2011 10:13","Alto (> 8 mts)",128,"Grande",-68.83228,-32.8729,4,"Cuarta Este Área Fundacional",1822016,0,"medio"
"9907",15253,"Acacia SP","18/11/2011 17:04","Alto (> 8 mts)",140,"Grande",-68.85917,-32.87098,6,"Residencial Norte",2694682,0,"medio"
"11751",18097,"Morera","28/07/2011 10:53","Alto (> 8 mts)",185,"Grande",-68.84048,-32.86888,4,"Cuarta Oeste",1173333,0,"medio"
"20120",30567,"Fresno europeo","09/02/2011 10:49","Medio (4 - 8 mts)",50,"Mediano",-68.85746,-32.86622,6,"Residencial Norte",2694682,0,"bajo"
"31596",47930,"Caducifolio","31/08/2011 11:42","Bajo (2 - 4 mts)",80,"Grande",-68.82753,-32.87054,4,"Cuarta Este Área Fundacional",1822016,0,"bajo"
"7073",10784,"Olmo bola","31/03/2011 10:06","Medio (4 - 8 mts)",100,"Grande",-68.8499,-32.8776,6,"Residencial Norte",2694682,0,"bajo"
"26402",39927,"Morera","29/04/2011 10:12","Medio (4 - 8 mts)",210,"Grande",-68.84384,-32.87604,1,"Parque Central",1655358,0,"alto"
"25857",39110,"Fresno europeo","23/12/2010 09:50","Medio (4 - 8 mts)",70,"Grande",-68.8539,-32.87069,6,"Residencial Norte",2694682,1,"bajo"
"14146",21601,"Pltano","12/05/2011 09:30","Alto (> 8 mts)",210,"Grande",-68.85521,-32.89433,5,"Residencial Sur",2423809,0,"alto"
"19228",29260,"Fresno americano","23/02/2011 16:51","Medio (4 - 8 mts)",140,"Grande",-68.84497,-32.88841,2,"Barrio Civico",2366816,0,"medio"
"24853",37618,"Fresno europeo","13/12/2010 11:41","Medio (4 - 8 mts)",115,"Grande",-68.8505,-32.87201,6,"Residencial Norte",2694682,0,"medio"
"27134",41056,"Fresno europeo","28/04/2011 10:58","Alto (> 8 mts)",148,"Grande",-68.83828,-32.8822,1,"Parque Central",1655358,0,"medio"
"30280",45947,"Paraiso","29/08/2011 09:47","Medio (4 - 8 mts)",140,"Grande",-68.8187,-32.86966,4,"Cuarta Este Área Fundacional",1822016,0,"medio"
"29350",44510,"Fresno europeo","18/10/2011 10:15","Medio (4 - 8 mts)",30,"Mediano",-68.83581,-32.88592,3,"Parque O'Higgins",1531146,0,"bajo"
"20300",30844,"Morera","15/02/2011 12:06","Muy bajo (1 - 2 mts)",10,"Chico",-68.8557,-32.866,6,"Residencial Norte",2694682,0,"bajo"
"19644",29850,"Fresno europeo","14/03/2011 09:37","Bajo (2 - 4 mts)",18,"Chico",-68.8413,-32.89243,2,"Barrio Civico",2366816,0,"bajo"
"27817",42103,"Paraiso","04/05/2011 10:01","Alto (> 8 mts)",120,"Grande",-68.84304,-32.877,1,"Parque Central",1655358,0,"medio"
"29362",44526,"Pltano","17/10/2011 12:16","Alto (> 8 mts)",195,"Grande",-68.83545,-32.88494,3,"Parque O'Higgins",1531146,1,"medio"
"2679",4092,"Fresno europeo","30/09/2011 12:53","Bajo (2 - 4 mts)",30,"Mediano",-68.82956,-32.87788,4,"Cuarta Este Área Fundacional",1822016,0,"bajo"
"31086",47170,"Fresno europeo","21/09/2011 10:16","Medio (4 - 8 mts)",160,"Grande",-68.83355,-32.87395,4,"Cuarta Este Área Fundacional",1822016,0,"medio"
"7048",10754,"Fresno europeo","05/04/2011 13:58","Bajo (2 - 4 mts)",25,"Mediano",-68.85601,-32.87615,6,"Residencial Norte",2694682,0,"bajo"
"12828",19687,"Paraiso","12/07/2011 10:03","Alto (> 8 mts)",110,"Grande",-68.8354,-32.87151,4,"Cuarta Oeste",1173333,0,"medio"
"19535",29689,"Acacia SP","02/03/2011 15:44","Alto (> 8 mts)",198,"Grande",-68.84183,-32.89447,2,"Barrio Civico",2366816,1,"medio"
"15383",23402,"Morera","28/01/2011 10:30","Alto (> 8 mts)",210,"Grande",-68.84991,-32.90146,2,"Barrio Civico",2366816,0,"alto"
"21300",32327,"Catalpa","24/06/2011 12:19","Alto (> 8 mts)",166,"Grande",-68.85149,-32.8908,5,"Residencial Sur",2423809,0,"medio"
"6511",9927,"Fresno europeo","17/11/2010 10:08","Bajo (2 - 4 mts)",40,"Mediano",-68.85782,-32.8704,6,"Residencial Norte",2694682,0,"bajo"
"18598",28303,"Pltano","10/03/2011 14:58","Alto (> 8 mts)",110,"Grande",-68.84938,-32.89273,2,"Barrio Civico",2366816,1,"medio"
"1957",2982,"Paraiso","16/09/2011 12:37","Medio (4 - 8 mts)",59,"Mediano",-68.82471,-32.87199,4,"Cuarta Este Área Fundacional",1822016,1,"bajo"
"410",625,"Morera","07/03/2012 17:42","Alto (> 8 mts)",140,"Grande",-68.81886,-32.86862,4,"Cuarta Este Área Fundacional",1822016,0,"medio"
"6339",9669,"Fresno europeo","26/01/2011 08:25","Medio (4 - 8 mts)",70,"Grande",-68.84873,-32.86361,6,"Residencial Norte",2694682,0,"bajo"
"4994",7648,"Caducifolio","27/05/2011 10:58","Bajo (2 - 4 mts)",22,"Mediano",-68.85483,-32.88464,5,"Residencial Sur",2423809,0,"bajo"
"12207",18781,"Morera","08/07/2011 13:12","Alto (> 8 mts)",122,"Grande",-68.83845,-32.87298,4,"Cuarta Oeste",1173333,0,"medio"
"30856",46799,"Morera","07/09/2011 10:51","Bajo (2 - 4 mts)",30,"Mediano",-68.83251,-32.87184,4,"Cuarta Este Área Fundacional",1822016,0,"bajo"
"11371",17531,"Ailanthus","28/07/2011 09:21","Alto (> 8 mts)",140,"Grande",-68.83876,-32.86706,4,"Cuarta Oeste",1173333,0,"medio"
"31388",47623,"Pltano","08/09/2011 10:38","Alto (> 8 mts)",190,"Grande",-68.83029,-32.87094,4,"Cuarta Este Área Fundacional",1822016,1,"medio"
"27807",42088,"Morera","12/04/2011 10:18","Alto (> 8 mts)",170,"Grande",-68.84322,-32.87992,1,"Parque Central",1655358,0,"medio"
"29956",45441,"Morera","09/09/2011 09:05","Alto (> 8 mts)",250,"Grande",-68.82491,-32.8733,4,"Cuarta Este Área Fundacional",1822016,1,"alto"
"31353",47574,"Morera","19/09/2011 08:16","Alto (> 8 mts)",75,"Grande",-68.82649,-32.87206,4,"Cuarta Este Área Fundacional",1822016,0,"bajo"
"8987",13726,"Fresno americano","28/01/2011 08:39","Bajo (2 - 4 mts)",90,"Grande",-68.8498,-32.86355,6,"Residencial Norte",2694682,0,"bajo"
"28190",42702,"Morera","30/09/2011 12:12","Alto (> 8 mts)",168,"Grande",-68.82936,-32.87741,4,"Cuarta Este Área Fundacional",1822016,0,"medio"
"15754",23963,"Paraiso","12/01/2011 11:10","Alto (> 8 mts)",172,"Grande",-68.84646,-32.9002,2,"Barrio Civico",2366816,0,"medio"
"15571",23689,"Paraiso","21/01/2011 12:37","Medio (4 - 8 mts)",90,"Grande",-68.84893,-32.89974,2,"Barrio Civico",2366816,0,"bajo"
"27482",41571,"Pltano","04/05/2011 11:59","Alto (> 8 mts)",65,"Grande",-68.84143,-32.87849,1,"Parque Central",1655358,0,"bajo"
"7602",11597,"Paraiso","10/05/2010 10:52","Medio (4 - 8 mts)",119,"Grande",-68.85255,-32.86698,6,"Residencial Norte",2694682,0,"medio"
"12044",18531,"Paraiso","05/07/2011 13:00","Alto (> 8 mts)",300,"Grande",-68.83757,-32.8733,4,"Cuarta Oeste",1173333,0,"alto"
"27187",41137,"Pltano","27/04/2011 08:48","Alto (> 8 mts)",176,"Grande",-68.8393,-32.88374,1,"Parque Central",1655358,0,"medio"
"3623",5563,"Pltano","12/04/2011 13:44","Alto (> 8 mts)",210,"Grande",-68.83926,-32.88009,1,"Parque Central",1655358,0,"alto"
"22369",33925,"Fresno europeo","24/05/2011 10:15","Alto (> 8 mts)",140,"Grande",-68.85162,-32.88424,1,"Parque Central",1655358,0,"medio"
"9438",14444,"Morera","02/12/2011 08:49","Medio (4 - 8 mts)",72,"Grande",-68.87792,-32.86763,8,"Aeroparque",2203365,0,"bajo"
"16797",25587,"Morera","10/02/2011 14:30","Medio (4 - 8 mts)",138,"Grande",-68.83924,-32.90156,2,"Barrio Civico",2366816,1,"medio"
"16261",24729,"Morera","17/02/2011 10:12","Alto (> 8 mts)",170,"Grande",-68.83995,-32.89912,2,"Barrio Civico",2366816,0,"medio"
"26359",39853,"Morera","03/05/2011 13:25","Alto (> 8 mts)",140,"Grande",-68.84413,-32.87325,6,"Residencial Norte",2694682,1,"medio"
"12173",18736,"Paraiso","12/07/2011 18:21","Alto (> 8 mts)",220,"Grande",-68.83676,-32.87304,4,"Cuarta Oeste",1173333,0,"alto"
"31544",47844,"Morera","21/09/2011 09:34","Medio (4 - 8 mts)",42,"Mediano",-68.82802,-32.8732,4,"Cuarta Este Área Fundacional",1822016,0,"bajo"
"22003",33389,"Fresno europeo","01/06/2011 12:13","Alto (> 8 mts)",148,"Grande",-68.8557,-32.888,5,"Residencial Sur",2423809,0,"medio"
"25298",38267,"Fresno europeo","02/12/2010 09:55","Alto (> 8 mts)",150,"Grande",-68.84644,-32.87218,6,"Residencial Norte",2694682,0,"medio"
"26833",40592,"Morera","15/04/2011 10:57","Alto (> 8 mts)",180,"Grande",-68.84563,-32.884,1,"Parque Central",1655358,1,"medio"
"30029",45553,"Morera","08/09/2011 09:28","Alto (> 8 mts)",170,"Grande",-68.82063,-32.87058,4,"Cuarta Este Área Fundacional",1822016,0,"medio"
"18968",28860,"Fresno americano","26/04/2011 12:43","Alto (> 8 mts)",160,"Grande",-68.84667,-32.88586,1,"Parque Central",1655358,0,"medio"
"19707",29949,"Pltano","28/04/2011 12:27","Alto (> 8 mts)",260,"Grande",-68.84283,-32.88558,1,"Parque Central",1655358,0,"alto"
"1592",2419,"Fresno europeo","19/10/2011 12:38","Bajo (2 - 4 mts)",80,"Grande",-68.83154,-32.88875,3,"Parque O'Higgins",1531146,0,"bajo"
"10024",15439,"Fresno americano","18/11/2011 12:24","Bajo (2 - 4 mts)",30,"Mediano",-68.85941,-32.87123,6,"Residencial Norte",2694682,0,"bajo"
"187",293,"Morera","05/03/2012 13:35","Alto (> 8 mts)",110,"Grande",-68.82248,-32.86775,4,"Cuarta Este Área Fundacional",1822016,0,"medio"
"26119",39479,"Paraiso","10/11/2010 12:04","Alto (> 8 mts)",80,"Grande",-68.85395,-32.87029,6,"Residencial Norte",2694682,0,"bajo"
"9950",15326,"Acacia SP","17/11/2011 12:15","Muy bajo (1 - 2 mts)",3,"Chico",-68.86036,-32.87048,7,"Residencial Parque",1786336,0,"bajo"
"28918",43830,"Morera","17/10/2011 17:45","Alto (> 8 mts)",210,"Grande",-68.8319,-32.88135,3,"Parque O'Higgins",1531146,1,"alto"
"2488",3768,"Fresno americano","24/08/2011 14:20","Bajo (2 - 4 mts)",33,"Mediano",-68.8189,-32.86965,4,"Cuarta Este Área Fundacional",1822016,0,"bajo"
"27947",42334,"Morera","27/04/2011 09:57","Alto (> 8 mts)",150,"Grande",-68.83761,-32.87556,1,"Parque Central",1655358,0,"medio"
"10781",16636,"Paraiso","26/07/2011 11:05","Alto (> 8 mts)",90,"Grande",-68.84055,-32.86509,4,"Cuarta Oeste",1173333,0,"bajo"
"18436",28073,"Morera","21/02/2011 18:08","Alto (> 8 mts)",114,"Grande",-68.85036,-32.89188,5,"Residencial Sur",2423809,1,"medio"
"26287",39744,"Paraiso","02/05/2011 12:19","Alto (> 8 mts)",160,"Grande",-68.84607,-32.87994,1,"Parque Central",1655358,0,"medio"
"30347",46038,"Caducifolio","20/09/2011 08:46","Muy bajo (1 - 2 mts)",30,"Mediano",-68.82038,-32.87307,4,"Cuarta Este Área Fundacional",1822016,0,"bajo"
"11907",18327,"Morera","02/08/2011 10:28","Alto (> 8 mts)",170,"Grande",-68.83781,-32.86756,4,"Cuarta Oeste",1173333,1,"medio"
"31235",47389,"Morera","21/09/2011 11:28","Medio (4 - 8 mts)",190,"Grande",-68.82896,-32.8754,4,"Cuarta Este Área Fundacional",1822016,0,"medio"
"6309",9630,"Morera","26/01/2011 09:54","Muy bajo (1 - 2 mts)",6,"Chico",-68.84967,-32.86366,6,"Residencial Norte",2694682,0,"bajo"
"11701",18026,"Morera","29/07/2011 13:26","Alto (> 8 mts)",210,"Grande",-68.84059,-32.86718,4,"Cuarta Oeste",1173333,0,"alto"
"14935",22785,"Pltano","17/06/2011 19:18","Alto (> 8 mts)",98,"Grande",-68.85836,-32.90169,5,"Residencial Sur",2423809,0,"bajo"
"26740",40450,"Morera","11/04/2011 10:38","Medio (4 - 8 mts)",66,"Grande",-68.84534,-32.88288,1,"Parque Central",1655358,0,"bajo"
"26645",40316,"Olmo comun","11/04/2011 11:54","Medio (4 - 8 mts)",160,"Grande",-68.84618,-32.88102,1,"Parque Central",1655358,0,"medio"
"22939",34764,"Fresno europeo","30/03/2011 10:36","Alto (> 8 mts)",170,"Grande",-68.85121,-32.87838,6,"Residencial Norte",2694682,0,"medio"
"24418",36968,"Paraiso","07/04/2011 17:14","Alto (> 8 mts)",117,"Grande",-68.85711,-32.87814,7,"Residencial Parque",1786336,0,"medio"
"16863",25693,"Morera","04/02/2011 10:40","Alto (> 8 mts)",83,"Grande",-68.84038,-32.9018,2,"Barrio Civico",2366816,0,"bajo"
"22858",34647,"Morera","31/03/2011 13:52","Alto (> 8 mts)",137,"Grande",-68.84936,-32.8764,6,"Residencial Norte",2694682,1,"medio"
"10492",16190,"Fresno americano","15/07/2011 11:52","Medio (4 - 8 mts)",140,"Grande",-68.84359,-32.8699,4,"Cuarta Oeste",1173333,0,"medio"
"4270",6560,"Morera","19/05/2011 09:50","Alto (> 8 mts)",83,"Grande",-68.85794,-32.89108,5,"Residencial Sur",2423809,0,"bajo"
"833",1287,"Liquidambar","30/11/2011 18:26","Bajo (2 - 4 mts)",14,"Chico",-68.8779,-32.87008,8,"Aeroparque",2203365,0,"bajo"
"11207",17303,"Morera","04/08/2011 10:09","Alto (> 8 mts)",180,"Grande",-68.83566,-32.86558,4,"Cuarta Oeste",1173333,0,"medio"
"31393",47629,"Morera","08/09/2011 10:26","Alto (> 8 mts)",115,"Grande",-68.83044,-32.87139,4,"Cuarta Este Área Fundacional",1822016,0,"medio"
"10883",16790,"Acer","11/08/2011 11:47","Medio (4 - 8 mts)",54,"Mediano",-68.84014,-32.8634,4,"Cuarta Oeste",1173333,0,"bajo"
"11233",17340,"Morera","08/08/2011 09:48","Alto (> 8 mts)",165,"Grande",-68.83524,-32.86585,4,"Cuarta Oeste",1173333,0,"medio"
"9171",14025,"Paraiso sombrilla","29/11/2011 16:33","Bajo (2 - 4 mts)",100,"Grande",-68.87884,-32.86522,8,"Aeroparque",2203365,0,"bajo"
"20615",31298,"Acer","25/02/2011 12:53","Medio (4 - 8 mts)",130,"Grande",-68.84846,-32.86498,6,"Residencial Norte",2694682,0,"medio"
"9655",14795,"Prunas","05/12/2011 18:20","Bajo (2 - 4 mts)",30,"Mediano",-68.87975,-32.86864,8,"Aeroparque",2203365,0,"bajo"
"8646",13198,"Morera","22/02/2011 09:21","Alto (> 8 mts)",150,"Grande",-68.84746,-32.86456,4,"Cuarta Oeste",1173333,1,"medio"
"18025",27460,"Liquidambar","25/10/2011 10:14","Muy bajo (1 - 2 mts)",14,"Chico",-68.83566,-32.89226,3,"Parque O'Higgins",1531146,0,"bajo"
"3988",6143,"Paraiso","15/04/2011 13:05","Bajo (2 - 4 mts)",30,"Mediano",-68.84253,-32.88268,1,"Parque Central",1655358,0,"bajo"
"19554",29714,"Pltano","02/03/2011 18:06","Alto (> 8 mts)",142,"Grande",-68.84288,-32.89401,2,"Barrio Civico",2366816,0,"medio"
"6547",9994,"Acer","05/11/2010 12:13","Medio (4 - 8 mts)",75,"Grande",-68.85255,-32.869,6,"Residencial Norte",2694682,0,"bajo"
"157",235,"Pltano","06/03/2012 09:31","Alto (> 8 mts)",170,"Grande",-68.83816,-32.87048,4,"Cuarta Oeste",1173333,0,"medio"
"9573",14663,"Aguaribay","15/12/2011 17:33","Bajo (2 - 4 mts)",80,"Grande",-68.88216,-32.86722,8,"Aeroparque",2203365,0,"bajo"
"17532",26714,"Morera","09/11/2011 10:04","Alto (> 8 mts)",195,"Grande",-68.83289,-32.89363,3,"Parque O'Higgins",1531146,1,"medio"
"24872",37644,"Morera","29/02/2012 08:48","Alto (> 8 mts)",180,"Grande",-68.85274,-32.87201,6,"Residencial Norte",2694682,0,"medio"
"22984",34832,"Pltano","29/03/2011 13:14","Alto (> 8 mts)",230,"Grande",-68.85254,-32.87666,6,"Residencial Norte",2694682,0,"alto"
"9297",14240,"Morera","07/12/2011 10:07","Bajo (2 - 4 mts)",22,"Mediano",-68.87755,-32.86673,8,"Aeroparque",2203365,0,"bajo"
"3447",5293,"Acer","28/04/2011 13:33","Medio (4 - 8 mts)",160,"Grande",-68.84326,-32.87716,1,"Parque Central",1655358,0,"medio"
"5846",8965,"Morera","14/01/2011 10:27","Alto (> 8 mts)",195,"Grande",-68.84689,-32.86636,6,"Residencial Norte",2694682,0,"medio"
"27621",41804,"Acer","26/04/2011 12:32","Medio (4 - 8 mts)",130,"Grande",-68.8425,-32.87764,1,"Parque Central",1655358,0,"medio"
"24193",36639,"Morera","14/06/2011 18:41","Medio (4 - 8 mts)",62,"Grande",-68.85739,-32.8817,7,"Residencial Parque",1786336,0,"bajo"
"13531",20717,"Fresno europeo","31/05/2011 11:06","Medio (4 - 8 mts)",55,"Mediano",-68.86191,-32.89695,5,"Residencial Sur",2423809,1,"bajo"
"27972",42373,"Morera","29/09/2011 10:14","Medio (4 - 8 mts)",62,"Grande",-68.83476,-32.87626,4,"Cuarta Este Área Fundacional",1822016,0,"bajo"
"2573",3910,"Morera","01/09/2011 10:36","Medio (4 - 8 mts)",156,"Grande",-68.82044,-32.87061,4,"Cuarta Este Área Fundacional",1822016,1,"medio"
"27605",41779,"Morera","27/04/2011 10:40","Medio (4 - 8 mts)",150,"Grande",-68.842,-32.87834,1,"Parque Central",1655358,0,"medio"
"25343",38328,"Paraiso","09/11/2010 10:02","Alto (> 8 mts)",160,"Grande",-68.85303,-32.86905,6,"Residencial Norte",2694682,0,"medio"
"12332",18974,"Morera","03/08/2011 15:20","Medio (4 - 8 mts)",50,"Mediano",-68.83777,-32.86949,4,"Cuarta Oeste",1173333,0,"bajo"
"16181",24616,"Morera","07/02/2011 09:00","Alto (> 8 mts)",125,"Grande",-68.84337,-32.90387,2,"Barrio Civico",2366816,1,"medio"
"13337",20449,"Pltano","17/05/2011 10:05","Alto (> 8 mts)",168,"Grande",-68.86131,-32.89266,5,"Residencial Sur",2423809,0,"medio"
"921",1413,"Paraiso","23/11/2011 08:32","Alto (> 8 mts)",155,"Grande",-68.87148,-32.87925,7,"Residencial Parque",1786336,0,"medio"
"3255",4982,"Fresno europeo","28/06/2011 13:13","Alto (> 8 mts)",108,"Grande",-68.83364,-32.86356,4,"Cuarta Oeste",1173333,0,"medio"
"29452",44679,"Fresno europeo","19/08/2011 10:21","Alto (> 8 mts)",120,"Grande",-68.82407,-32.86741,4,"Cuarta Este Área Fundacional",1822016,0,"medio"
"440",675,"Ailanthus","31/01/2012 18:08","Medio (4 - 8 mts)",160,"Grande",-68.85189,-32.90212,2,"Barrio Civico",2366816,0,"medio"
"7045",10751,"Fresno europeo","06/04/2011 09:06","Medio (4 - 8 mts)",58,"Mediano",-68.85547,-32.87625,6,"Residencial Norte",2694682,0,"bajo"
"28732",43548,"Fresno europeo","19/10/2011 16:41","Medio (4 - 8 mts)",130,"Grande",-68.82972,-32.88216,3,"Parque O'Higgins",1531146,0,"medio"
"29117",44152,"Morera","06/10/2011 16:08","Alto (> 8 mts)",142,"Grande",-68.83537,-32.87759,1,"Parque Central",1655358,0,"medio"
"28965",43904,"Acacia SP","11/10/2011 09:18","Medio (4 - 8 mts)",60,"Mediano",-68.83262,-32.88456,3,"Parque O'Higgins",1531146,1,"bajo"
"8876",13553,"Morera","28/01/2011 10:35","Alto (> 8 mts)",170,"Grande",-68.85051,-32.8646,6,"Residencial Norte",2694682,0,"medio"
"6904",10548,"Paraiso","21/03/2011 09:14","Bajo (2 - 4 mts)",8,"Chico",-68.85598,-32.87567,6,"Residencial Norte",2694682,0,"bajo"
"27633",41835,"Acer","25/04/2011 13:19","Medio (4 - 8 mts)",70,"Grande",-68.84366,-32.87751,1,"Parque Central",1655358,0,"bajo"
"29109",44140,"Morera","06/10/2011 17:01","Alto (> 8 mts)",132,"Grande",-68.83504,-32.8783,1,"Parque Central",1655358,0,"medio"
"27760",42025,"Pltano","08/04/2011 12:46","Alto (> 8 mts)",180,"Grande",-68.84083,-32.88056,1,"Parque Central",1655358,0,"medio"
"7135",10874,"Jacarand","01/04/2011 11:37","Alto (> 8 mts)",81,"Grande",-68.85832,-32.87831,7,"Residencial Parque",1786336,1,"bajo"
"17138",26102,"Fresno europeo","04/11/2011 15:54","Alto (> 8 mts)",130,"Grande",-68.83337,-32.88757,3,"Parque O'Higgins",1531146,0,"medio"
"13799",21119,"Morera","21/06/2011 10:00","Alto (> 8 mts)",180,"Grande",-68.86303,-32.89927,5,"Residencial Sur",2423809,0,"medio"
"10664",16468,"Conifera","12/08/2011 09:38","Medio (4 - 8 mts)",49,"Mediano",-68.84147,-32.86268,4,"Cuarta Oeste",1173333,0,"bajo"
"26821",40571,"Morera","15/04/2011 12:17","Alto (> 8 mts)",90,"Grande",-68.84593,-32.88459,1,"Parque Central",1655358,0,"bajo"
"17693",26948,"Fresno europeo","01/11/2011 16:54","Alto (> 8 mts)",140,"Grande",-68.83662,-32.88745,3,"Parque O'Higgins",1531146,0,"medio"
"30614",46441,"Morera","17/08/2011 09:36","Medio (4 - 8 mts)",85,"Grande",-68.83187,-32.86728,4,"Cuarta Oeste",1173333,0,"bajo"
"7417",11311,"Liquidambar","19/01/2011 15:45","Medio (4 - 8 mts)",41,"Mediano",-68.84724,-32.9016,2,"Barrio Civico",2366816,0,"bajo"
"18275",27839,"Morera","02/11/2011 10:17","Alto (> 8 mts)",110,"Grande",-68.83555,-32.8952,2,"Barrio Civico",2366816,0,"medio"
"25083",37954,"Paraiso","26/08/2010 09:17","Muy bajo (1 - 2 mts)",6,"Chico",-68.84747,-32.87369,6,"Residencial Norte",2694682,0,"bajo"
"15876",24149,"Prunas","25/01/2011 11:33","Bajo (2 - 4 mts)",48,"Mediano",-68.84612,-32.90202,2,"Barrio Civico",2366816,0,"bajo"
"13635",20867,"Fresno europeo","26/05/2011 11:08","Alto (> 8 mts)",88,"Grande",-68.85999,-32.89567,5,"Residencial Sur",2423809,0,"bajo"
"27065",40942,"Pltano","14/04/2011 15:50","Alto (> 8 mts)",44,"Mediano",-68.84101,-32.88572,1,"Parque Central",1655358,0,"bajo"
"26340",39829,"Morera","02/05/2011 11:36","Alto (> 8 mts)",155,"Grande",-68.84524,-32.87698,1,"Parque Central",1655358,0,"medio"
"29786",45176,"Fresno europeo","31/08/2011 10:13","Alto (> 8 mts)",180,"Grande",-68.82314,-32.87046,4,"Cuarta Este Área Fundacional",1822016,0,"medio"
"28110",42590,"Morera","26/09/2011 10:06","Alto (> 8 mts)",137,"Grande",-68.82745,-32.87671,4,"Cuarta Este Área Fundacional",1822016,1,"medio"
"3764",5790,"Conifera","04/05/2011 11:16","Bajo (2 - 4 mts)",23,"Mediano",-68.84145,-32.87815,1,"Parque Central",1655358,0,"bajo"
"6325",9650,"Fresno europeo","26/01/2011 09:14","Muy bajo (1 - 2 mts)",12,"Chico",-68.84961,-32.86312,6,"Residencial Norte",2694682,0,"bajo"
"15499",23586,"Paraiso","19/01/2012 09:09","Alto (> 8 mts)",180,"Grande",-68.85156,-32.89796,2,"Barrio Civico",2366816,0,"medio"
"14378",21960,"Morera","30/05/2011 12:21","Alto (> 8 mts)",170,"Grande",-68.85738,-32.89467,5,"Residencial Sur",2423809,0,"medio"
"13234",20293,"Acacia SP","17/05/2011 09:45","Alto (> 8 mts)",94,"Grande",-68.86036,-32.89325,5,"Residencial Sur",2423809,0,"bajo"
"118",177,"Fresno europeo","26/02/2012 19:44","Bajo (2 - 4 mts)",40,"Mediano",-68.85706,-32.86461,6,"Residencial Norte",2694682,0,"bajo"
"12348",18994,"Morera","13/07/2011 09:46","Alto (> 8 mts)",148,"Grande",-68.84104,-32.87151,4,"Cuarta Oeste",1173333,1,"medio"
"2140",3234,"Morera","22/09/2011 08:18","Alto (> 8 mts)",150,"Grande",-68.82185,-32.87144,4,"Cuarta Este Área Fundacional",1822016,0,"medio"
"9144",13977,"Catalpa","29/11/2011 12:05","Muy bajo (1 - 2 mts)",12,"Chico",-68.87817,-32.86547,8,"Aeroparque",2203365,0,"bajo"
"28774",43608,"Morera","13/10/2011 08:40","Bajo (2 - 4 mts)",10,"Chico",-68.83383,-32.88255,3,"Parque O'Higgins",1531146,0,"bajo"
"24075",36475,"Fresno europeo","18/03/2011 10:26","Medio (4 - 8 mts)",86,"Grande",-68.85493,-32.87949,6,"Residencial Norte",2694682,0,"bajo"
"3014",4615,"Morera","05/08/2011 09:45","Medio (4 - 8 mts)",68,"Grande",-68.83395,-32.86455,4,"Cuarta Oeste",1173333,1,"bajo"
"7350",11204,"Acer","25/01/2011 10:24","Alto (> 8 mts)",90,"Grande",-68.8456,-32.90192,2,"Barrio Civico",2366816,0,"bajo"
"31646",48005,"Morera","29/08/2011 09:03","Alto (> 8 mts)",140,"Grande",-68.8261,-32.86897,4,"Cuarta Este Área Fundacional",1822016,0,"medio"
"14099",21526,"Morera","11/05/2011 11:15","Alto (> 8 mts)",145,"Grande",-68.85387,-32.89487,5,"Residencial Sur",2423809,1,"medio"
"29494",44744,"Morera","23/08/2011 13:07","Alto (> 8 mts)",160,"Grande",-68.82356,-32.86866,4,"Cuarta Este Área Fundacional",1822016,0,"medio"
"20258",30778,"Morera","02/02/2011 09:04","Alto (> 8 mts)",110,"Grande",-68.85435,-32.86897,6,"Residencial Norte",2694682,0,"medio"
