"id","especie","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","inclinacion_peligrosa","cric_tronco_cm_cat","cric_diamtero_cm","esbeltez","rareza_de_altura"
45977,"Olmo comun","Medio (4 - 8 mts)",145,"Grande",-68.81798,-32.86885,"4",0,"medio",455.3,1365.9,"normal"
45979,"Olmo comun","Alto (> 8 mts)",150,"Grande",-68.81812,-32.86884,"4",0,"medio",471,471,"muy común"
45980,"Olmo comun","Alto (> 8 mts)",190,"Grande",-68.81819,-32.86884,"4",0,"medio",596.6,596.6,"muy común"
45982,"Morera","Medio (4 - 8 mts)",90,"Grande",-68.81835,-32.86884,"4",0,"bajo",282.6,847.8,"normal"
45984,"Morera","Medio (4 - 8 mts)",37,"Mediano",-68.81861,-32.86882,"4",0,"bajo",116.18,348.54,"normal"
45985,"Morera","Alto (> 8 mts)",168,"Grande",-68.81877,-32.86882,"4",0,"medio",527.52,527.52,"muy común"
45987,"Morera","Alto (> 8 mts)",184,"Grande",-68.81893,-32.86904,"4",0,"medio",577.76,577.76,"muy común"
45988,"Morera","Alto (> 8 mts)",205,"Grande",-68.81894,-32.8691,"4",1,"alto",643.7,643.7,"muy común"
45989,"Morera","Alto (> 8 mts)",154,"Grande",-68.81895,-32.86918,"4",0,"medio",483.56,483.56,"muy común"
45990,"Morera","Alto (> 8 mts)",153,"Grande",-68.81896,-32.86925,"4",0,"medio",480.42,480.42,"muy común"
45991,"Morera","Medio (4 - 8 mts)",87,"Grande",-68.81897,-32.86932,"4",0,"bajo",273.18,819.54,"normal"
45992,"Morera","Alto (> 8 mts)",170,"Grande",-68.81898,-32.86939,"4",0,"medio",533.8,533.8,"muy común"
45993,"Morera","Alto (> 8 mts)",150,"Grande",-68.819,-32.86949,"4",0,"medio",471,471,"muy común"
45994,"Fresno europeo","Bajo (2 - 4 mts)",80,"Grande",-68.821,-32.87362,"4",0,"bajo",251.2,502.4,"raro"
45996,"Paraiso","Medio (4 - 8 mts)",120,"Grande",-68.8212,-32.87361,"4",0,"medio",376.8,1130.4,"normal"
45998,"Fresno europeo","Medio (4 - 8 mts)",118,"Grande",-68.8213,-32.8736,"4",0,"medio",370.52,1111.56,"muy común"
46001,"Fresno europeo","Medio (4 - 8 mts)",160,"Grande",-68.82153,-32.87359,"4",0,"medio",502.4,1507.2,"muy común"
46003,"Fresno europeo","Medio (4 - 8 mts)",190,"Grande",-68.82164,-32.87358,"4",0,"medio",596.6,1789.8,"muy común"
46004,"Fresno europeo","Medio (4 - 8 mts)",170,"Grande",-68.8217,-32.87358,"4",0,"medio",533.8,1601.4,"muy común"
46005,"Morera","Bajo (2 - 4 mts)",36,"Mediano",-68.82175,-32.87358,"4",0,"bajo",113.04,226.08,"raro"
46006,"Fresno europeo","Medio (4 - 8 mts)",146,"Grande",-68.82185,-32.87357,"4",0,"medio",458.44,1375.32,"muy común"
46007,"Fresno europeo","Medio (4 - 8 mts)",180,"Grande",-68.82192,-32.87357,"4",1,"medio",565.2,1695.6,"muy común"
46009,"Fresno europeo","Medio (4 - 8 mts)",46,"Mediano",-68.82214,-32.87364,"4",1,"bajo",144.44,433.32,"muy común"
46010,"Acer","Medio (4 - 8 mts)",100,"Grande",-68.82213,-32.87381,"4",0,"bajo",314,942,"muy común"
46011,"Acer","Medio (4 - 8 mts)",120,"Grande",-68.82211,-32.87391,"4",0,"medio",376.8,1130.4,"muy común"
46012,"Paraiso","Medio (4 - 8 mts)",170,"Grande",-68.8219,-32.87415,"4",1,"medio",533.8,1601.4,"normal"
46013,"Fresno europeo","Medio (4 - 8 mts)",86,"Grande",-68.82171,-32.87406,"4",0,"bajo",270.04,810.12,"muy común"
46014,"Fresno americano","Medio (4 - 8 mts)",100,"Grande",-68.82162,-32.87402,"4",0,"bajo",314,942,"muy común"
46016,"Paraiso","Bajo (2 - 4 mts)",100,"Grande",-68.82144,-32.87394,"4",0,"bajo",314,628,"raro"
46018,"Paraiso","Bajo (2 - 4 mts)",100,"Grande",-68.8212,-32.87383,"4",0,"bajo",314,628,"raro"
46019,"Paraiso","Muy bajo (1 - 2 mts)",10,"Chico",-68.82094,-32.87371,"4",0,"bajo",31.4,125.6,"muy raro"
46020,"Paraiso","Muy bajo (1 - 2 mts)",12,"Chico",-68.82092,-32.87365,"4",0,"bajo",37.68,150.72,"muy raro"
46023,"Fresno europeo","Medio (4 - 8 mts)",178,"Grande",-68.82182,-32.87346,"4",0,"medio",558.92,1676.76,"muy común"
46024,"Perenne","Bajo (2 - 4 mts)",36,"Mediano",-68.82176,-32.87346,"4",0,"bajo",113.04,226.08,"muy común"
46026,"Morera","Alto (> 8 mts)",240,"Grande",-68.82167,-32.87347,"4",0,"alto",753.6,753.6,"muy común"
46027,"Fresno americano","Alto (> 8 mts)",223,"Grande",-68.82159,-32.87347,"4",0,"alto",700.22,700.22,"normal"
46028,"Fresno europeo","Medio (4 - 8 mts)",195,"Grande",-68.82155,-32.87347,"4",0,"medio",612.3,1836.9,"muy común"
46029,"Tilo","Muy bajo (1 - 2 mts)",25,"Mediano",-68.82149,-32.87348,"4",0,"bajo",78.5,314,"muy raro"
46030,"Fresno europeo","Medio (4 - 8 mts)",185,"Grande",-68.82127,-32.87349,"4",0,"medio",580.9,1742.7,"muy común"
46031,"Fresno europeo","Medio (4 - 8 mts)",220,"Grande",-68.82111,-32.8735,"4",0,"alto",690.8,2072.4,"muy común"
46033,"Morera","Bajo (2 - 4 mts)",80,"Grande",-68.82071,-32.87342,"4",0,"bajo",251.2,502.4,"raro"
46034,"Morera","Bajo (2 - 4 mts)",42,"Mediano",-68.82065,-32.87336,"4",0,"bajo",131.88,263.76,"raro"
46036,"Paraiso","Medio (4 - 8 mts)",180,"Grande",-68.8205,-32.87321,"4",0,"medio",565.2,1695.6,"normal"
46037,"Caducifolio","Bajo (2 - 4 mts)",30,"Mediano",-68.82042,-32.87312,"4",0,"bajo",94.2,188.4,"normal"
46038,"Caducifolio","Muy bajo (1 - 2 mts)",30,"Mediano",-68.82038,-32.87307,"4",0,"bajo",94.2,376.8,"muy común"
46039,"Aguaribay","Bajo (2 - 4 mts)",123,"Grande",-68.82036,-32.87297,"4",0,"medio",386.22,772.44,"normal"
46040,"Paraiso","Bajo (2 - 4 mts)",56,"Mediano",-68.82039,-32.87286,"4",0,"bajo",175.84,351.68,"raro"
46041,"Fresno europeo","Medio (4 - 8 mts)",180,"Grande",-68.82047,-32.87286,"4",0,"medio",565.2,1695.6,"muy común"
46042,"Fresno europeo","Bajo (2 - 4 mts)",36,"Mediano",-68.82068,-32.87286,"4",0,"bajo",113.04,226.08,"raro"
46043,"Fresno europeo","Medio (4 - 8 mts)",140,"Grande",-68.82076,-32.87286,"4",0,"medio",439.6,1318.8,"muy común"
46044,"Fresno europeo","Medio (4 - 8 mts)",220,"Grande",-68.8209,-32.87286,"4",0,"alto",690.8,2072.4,"muy común"
46045,"Fresno europeo","Medio (4 - 8 mts)",180,"Grande",-68.82104,-32.87286,"4",0,"medio",565.2,1695.6,"muy común"
46047,"Fresno europeo","Medio (4 - 8 mts)",175,"Grande",-68.82128,-32.87285,"4",0,"medio",549.5,1648.5,"muy común"
46048,"Fresno europeo","Medio (4 - 8 mts)",120,"Grande",-68.82137,-32.87284,"4",0,"medio",376.8,1130.4,"muy común"
46049,"Fresno europeo","Medio (4 - 8 mts)",140,"Grande",-68.82144,-32.87285,"4",0,"medio",439.6,1318.8,"muy común"
46051,"Paraiso","Bajo (2 - 4 mts)",76,"Grande",-68.82159,-32.87285,"4",0,"bajo",238.64,477.28,"raro"
46053,"Fresno europeo","Medio (4 - 8 mts)",112,"Grande",-68.82177,-32.87284,"4",0,"medio",351.68,1055.04,"muy común"
46054,"Fresno europeo","Medio (4 - 8 mts)",112,"Grande",-68.82183,-32.87284,"4",0,"medio",351.68,1055.04,"muy común"
46055,"Fresno europeo","Medio (4 - 8 mts)",186,"Grande",-68.82189,-32.87284,"4",0,"medio",584.04,1752.12,"muy común"
46057,"Fresno europeo","Medio (4 - 8 mts)",125,"Grande",-68.82198,-32.87284,"4",0,"medio",392.5,1177.5,"muy común"
46058,"Fresno europeo","Medio (4 - 8 mts)",169,"Grande",-68.82204,-32.87292,"4",0,"medio",530.66,1591.98,"muy común"
46059,"Fresno europeo","Bajo (2 - 4 mts)",48,"Mediano",-68.82205,-32.87298,"4",0,"bajo",150.72,301.44,"raro"
46060,"Fresno europeo","Medio (4 - 8 mts)",180,"Grande",-68.82207,-32.87307,"4",0,"medio",565.2,1695.6,"muy común"
46062,"Fresno europeo","Medio (4 - 8 mts)",158,"Grande",-68.82209,-32.87323,"4",0,"medio",496.12,1488.36,"muy común"
46063,"Fresno europeo","Alto (> 8 mts)",210,"Grande",-68.82209,-32.87328,"4",0,"alto",659.4,659.4,"normal"
46064,"Morera","Medio (4 - 8 mts)",230,"Grande",-68.8221,-32.87334,"4",0,"alto",722.2,2166.6,"normal"
46065,"Acacia SP","Alto (> 8 mts)",150,"Grande",-68.82236,-32.87386,"4",0,"medio",471,471,"muy común"
46069,"Morera","Alto (> 8 mts)",200,"Grande",-68.82261,-32.87397,"4",0,"medio",628,628,"muy común"
46071,"Morera","Alto (> 8 mts)",170,"Grande",-68.82285,-32.87411,"4",1,"medio",533.8,533.8,"muy común"
46072,"Morera","Medio (4 - 8 mts)",70,"Grande",-68.82288,-32.87415,"4",0,"bajo",219.8,659.4,"normal"
46074,"Morera","Alto (> 8 mts)",165,"Grande",-68.82297,-32.87435,"4",1,"medio",518.1,518.1,"muy común"
46075,"Morera","Alto (> 8 mts)",180,"Grande",-68.82298,-32.8744,"4",0,"medio",565.2,565.2,"muy común"
46077,"Paraiso","Muy bajo (1 - 2 mts)",16,"Chico",-68.823,-32.87455,"4",0,"bajo",50.24,200.96,"muy raro"
46078,"Morera","Alto (> 8 mts)",160,"Grande",-68.82295,-32.87453,"4",0,"medio",502.4,502.4,"muy común"
46079,"Paraiso","Medio (4 - 8 mts)",105,"Grande",-68.8229,-32.87458,"4",0,"medio",329.7,989.1,"normal"
46082,"Morera","Medio (4 - 8 mts)",60,"Mediano",-68.82263,-32.87448,"4",0,"bajo",188.4,565.2,"normal"
46083,"Acer","Medio (4 - 8 mts)",85,"Grande",-68.82255,-32.87444,"4",0,"bajo",266.9,800.7,"muy común"
46087,"Acer","Medio (4 - 8 mts)",92,"Grande",-68.82216,-32.87411,"4",0,"bajo",288.88,866.64,"muy común"
46088,"Acer","Medio (4 - 8 mts)",90,"Grande",-68.8222,-32.87402,"4",0,"bajo",282.6,847.8,"muy común"
46089,"Acer","Medio (4 - 8 mts)",70,"Grande",-68.82223,-32.87393,"4",0,"bajo",219.8,659.4,"muy común"
46090,"Morera","Medio (4 - 8 mts)",175,"Grande",-68.82425,-32.87459,"4",0,"medio",549.5,1648.5,"normal"
46091,"Morera","Medio (4 - 8 mts)",145,"Grande",-68.82429,-32.87462,"4",0,"medio",455.3,1365.9,"normal"
46094,"Paraiso","Medio (4 - 8 mts)",50,"Mediano",-68.82454,-32.87475,"4",0,"bajo",157,471,"normal"
46096,"Paraiso","Medio (4 - 8 mts)",120,"Grande",-68.8246,-32.8748,"4",0,"medio",376.8,1130.4,"normal"
46098,"Morera","Medio (4 - 8 mts)",130,"Grande",-68.82472,-32.8748,"4",0,"medio",408.2,1224.6,"normal"
46101,"Morera","Alto (> 8 mts)",200,"Grande",-68.82496,-32.87499,"4",0,"medio",628,628,"muy común"
46102,"Paraiso","Medio (4 - 8 mts)",132,"Grande",-68.82509,-32.87501,"4",0,"medio",414.48,1243.44,"normal"
46105,"Morera","Bajo (2 - 4 mts)",32,"Mediano",-68.82531,-32.87482,"4",0,"bajo",100.48,200.96,"raro"
46106,"Morera","Medio (4 - 8 mts)",200,"Grande",-68.82531,-32.87477,"4",0,"medio",628,1884,"normal"
46107,"Morera","Bajo (2 - 4 mts)",28,"Mediano",-68.82531,-32.8747,"4",0,"bajo",87.92,175.84,"raro"
46109,"Morera","Medio (4 - 8 mts)",136,"Grande",-68.82526,-32.87461,"4",0,"medio",427.04,1281.12,"normal"
46111,"Morera","Alto (> 8 mts)",180,"Grande",-68.82521,-32.8745,"4",0,"medio",565.2,565.2,"muy común"
46112,"Morera","Medio (4 - 8 mts)",150,"Grande",-68.82518,-32.87446,"4",0,"medio",471,1413,"normal"
46113,"Fresno europeo","Bajo (2 - 4 mts)",36,"Mediano",-68.82516,-32.87443,"4",0,"bajo",113.04,226.08,"raro"
46114,"Morera","Alto (> 8 mts)",200,"Grande",-68.82493,-32.87441,"4",1,"medio",628,628,"muy común"
46115,"Morera","Medio (4 - 8 mts)",175,"Grande",-68.82481,-32.87441,"4",1,"medio",549.5,1648.5,"normal"
46116,"Paraiso","Alto (> 8 mts)",236,"Grande",-68.82476,-32.87441,"4",0,"alto",741.04,741.04,"muy común"
46117,"Paraiso","Alto (> 8 mts)",250,"Grande",-68.82471,-32.87441,"4",0,"alto",785,785,"muy común"
46121,"Paraiso","Bajo (2 - 4 mts)",36,"Mediano",-68.82453,-32.87448,"4",0,"bajo",113.04,226.08,"raro"
46123,"Morera","Medio (4 - 8 mts)",140,"Grande",-68.82446,-32.87452,"4",1,"medio",439.6,1318.8,"normal"
46125,"Morera","Medio (4 - 8 mts)",136,"Grande",-68.82438,-32.87454,"4",0,"medio",427.04,1281.12,"normal"
46126,"Morera","Medio (4 - 8 mts)",100,"Grande",-68.82432,-32.87454,"4",0,"bajo",314,942,"normal"
46127,"Morera","Medio (4 - 8 mts)",140,"Grande",-68.82427,-32.87455,"4",1,"medio",439.6,1318.8,"normal"
46129,"Morera","Alto (> 8 mts)",160,"Grande",-68.82428,-32.87437,"4",0,"medio",502.4,502.4,"muy común"
46130,"Morera","Alto (> 8 mts)",168,"Grande",-68.82419,-32.87437,"4",0,"medio",527.52,527.52,"muy común"
46132,"Morera","Alto (> 8 mts)",170,"Grande",-68.82404,-32.87437,"4",0,"medio",533.8,533.8,"muy común"
46134,"Morera","Alto (> 8 mts)",140,"Grande",-68.82389,-32.87433,"4",1,"medio",439.6,439.6,"muy común"
46135,"Morera","Alto (> 8 mts)",160,"Grande",-68.82384,-32.87429,"4",0,"medio",502.4,502.4,"muy común"
46136,"Morera","Alto (> 8 mts)",168,"Grande",-68.82381,-32.87425,"4",0,"medio",527.52,527.52,"muy común"
46137,"Morera","Alto (> 8 mts)",168,"Grande",-68.82376,-32.87418,"4",0,"medio",527.52,527.52,"muy común"
46138,"Morera","Alto (> 8 mts)",162,"Grande",-68.82373,-32.87414,"4",0,"medio",508.68,508.68,"muy común"
46140,"Jacarand","Muy bajo (1 - 2 mts)",40,"Mediano",-68.82364,-32.87405,"4",0,"bajo",125.6,502.4,"muy raro"
46142,"Morera","Alto (> 8 mts)",80,"Grande",-68.82362,-32.87409,"4",0,"bajo",251.2,251.2,"muy común"
46149,"Morera","Medio (4 - 8 mts)",48,"Mediano",-68.82395,-32.87441,"4",0,"bajo",150.72,452.16,"normal"
46152,"Fresno europeo","Muy bajo (1 - 2 mts)",8,"Chico",-68.82423,-32.87443,"4",0,"bajo",25.12,100.48,"muy raro"
46153,"Morera","Alto (> 8 mts)",165,"Grande",-68.82447,-32.87435,"4",1,"medio",518.1,518.1,"muy común"
46154,"Morera","Alto (> 8 mts)",145,"Grande",-68.82451,-32.87433,"4",1,"medio",455.3,455.3,"muy común"
46156,"Morera","Alto (> 8 mts)",180,"Grande",-68.82458,-32.87426,"4",1,"medio",565.2,565.2,"muy común"
46159,"Morera","Alto (> 8 mts)",148,"Grande",-68.82466,-32.87413,"4",1,"medio",464.72,464.72,"muy común"
46160,"Jacarand","Muy bajo (1 - 2 mts)",10,"Chico",-68.82469,-32.87406,"4",0,"bajo",31.4,125.6,"muy raro"
46161,"Morera","Alto (> 8 mts)",150,"Grande",-68.82471,-32.87402,"4",0,"medio",471,471,"muy común"
46162,"Morera","Alto (> 8 mts)",130,"Grande",-68.82355,-32.87488,"4",0,"medio",408.2,408.2,"muy común"
46164,"Paraiso","Medio (4 - 8 mts)",100,"Grande",-68.82329,-32.87477,"4",0,"bajo",314,942,"normal"
46166,"Paraiso","Alto (> 8 mts)",150,"Grande",-68.82325,-32.87464,"4",0,"medio",471,471,"muy común"
46174,"Morera","Medio (4 - 8 mts)",180,"Grande",-68.82441,-32.87483,"4",1,"medio",565.2,1695.6,"normal"
46175,"Morera","Medio (4 - 8 mts)",200,"Grande",-68.82432,-32.87479,"4",0,"medio",628,1884,"normal"
46176,"Morera","Medio (4 - 8 mts)",180,"Grande",-68.82403,-32.87462,"4",0,"medio",565.2,1695.6,"normal"
46177,"Morera","Medio (4 - 8 mts)",210,"Grande",-68.82399,-32.8746,"4",0,"alto",659.4,1978.2,"normal"
46178,"Morera","Medio (4 - 8 mts)",190,"Grande",-68.82395,-32.87457,"4",0,"medio",596.6,1789.8,"normal"
46180,"Morera","Bajo (2 - 4 mts)",40,"Mediano",-68.82399,-32.87508,"4",0,"bajo",125.6,251.2,"raro"
46182,"Morera","Medio (4 - 8 mts)",85,"Grande",-68.82422,-32.87518,"4",0,"bajo",266.9,800.7,"normal"
46183,"Morera","Medio (4 - 8 mts)",120,"Grande",-68.8243,-32.87523,"4",1,"medio",376.8,1130.4,"normal"
46184,"Morera","Medio (4 - 8 mts)",150,"Grande",-68.82441,-32.87529,"4",1,"medio",471,1413,"normal"
46185,"Morera","Medio (4 - 8 mts)",100,"Grande",-68.82448,-32.87531,"4",1,"bajo",314,942,"normal"
46186,"Morera","Medio (4 - 8 mts)",100,"Grande",-68.82454,-32.87535,"4",0,"bajo",314,942,"normal"
46187,"Morera","Medio (4 - 8 mts)",100,"Grande",-68.82471,-32.87542,"4",0,"bajo",314,942,"normal"
46188,"Morera","Medio (4 - 8 mts)",128,"Grande",-68.82477,-32.87544,"4",0,"medio",401.92,1205.76,"normal"
46189,"Morera","Medio (4 - 8 mts)",145,"Grande",-68.82487,-32.87548,"4",0,"medio",455.3,1365.9,"normal"
46190,"Morera","Medio (4 - 8 mts)",210,"Grande",-68.82557,-32.8745,"4",0,"alto",659.4,1978.2,"normal"
46196,"Morera","Medio (4 - 8 mts)",130,"Grande",-68.82563,-32.87507,"4",0,"medio",408.2,1224.6,"normal"
46197,"Morera","Medio (4 - 8 mts)",140,"Grande",-68.82553,-32.87523,"4",0,"medio",439.6,1318.8,"normal"
46198,"Morera","Medio (4 - 8 mts)",120,"Grande",-68.82541,-32.87514,"4",0,"medio",376.8,1130.4,"normal"
46199,"Acer","Medio (4 - 8 mts)",100,"Grande",-68.82537,-32.87505,"4",0,"bajo",314,942,"muy común"
46200,"Morera","Medio (4 - 8 mts)",120,"Grande",-68.82523,-32.87514,"4",0,"medio",376.8,1130.4,"normal"
46201,"Morera","Medio (4 - 8 mts)",180,"Grande",-68.8251,-32.87513,"4",0,"medio",565.2,1695.6,"normal"
46202,"Morera","Medio (4 - 8 mts)",120,"Grande",-68.82504,-32.87513,"4",1,"medio",376.8,1130.4,"normal"
46204,"Morera","Medio (4 - 8 mts)",150,"Grande",-68.82496,-32.87553,"4",0,"medio",471,1413,"normal"
46205,"Morera","Medio (4 - 8 mts)",140,"Grande",-68.82509,-32.87554,"4",0,"medio",439.6,1318.8,"normal"
46207,"Perenne","Bajo (2 - 4 mts)",33,"Mediano",-68.8252,-32.87554,"4",0,"bajo",103.62,207.24,"muy común"
46209,"Morera","Medio (4 - 8 mts)",90,"Grande",-68.82534,-32.87553,"4",0,"bajo",282.6,847.8,"normal"
46210,"Paraiso sombrilla","Medio (4 - 8 mts)",130,"Grande",-68.82586,-32.87551,"4",0,"medio",408.2,1224.6,"muy común"
46211,"Morera","Medio (4 - 8 mts)",160,"Grande",-68.82609,-32.8755,"4",0,"medio",502.4,1507.2,"normal"
46212,"Morera","Medio (4 - 8 mts)",180,"Grande",-68.82616,-32.8755,"4",0,"medio",565.2,1695.6,"normal"
46213,"Morera","Medio (4 - 8 mts)",158,"Grande",-68.82624,-32.8754,"4",0,"medio",496.12,1488.36,"normal"
46214,"Paraiso","Alto (> 8 mts)",178,"Grande",-68.82623,-32.87531,"4",0,"medio",558.92,558.92,"muy común"
46216,"Morera","Medio (4 - 8 mts)",180,"Grande",-68.82621,-32.87507,"4",0,"medio",565.2,1695.6,"normal"
46218,"Morera","Alto (> 8 mts)",200,"Grande",-68.82619,-32.8749,"4",0,"medio",628,628,"muy común"
46220,"Morera","Medio (4 - 8 mts)",200,"Grande",-68.82617,-32.87473,"4",0,"medio",628,1884,"normal"
46221,"Olmo comun","Medio (4 - 8 mts)",90,"Grande",-68.82616,-32.87466,"4",0,"bajo",282.6,847.8,"normal"
46222,"Morera","Medio (4 - 8 mts)",120,"Grande",-68.82616,-32.87462,"4",0,"medio",376.8,1130.4,"normal"
46224,"Perenne","Bajo (2 - 4 mts)",40,"Mediano",-68.8261,-32.87441,"4",0,"bajo",125.6,251.2,"muy común"
46225,"Palo borracho","Muy bajo (1 - 2 mts)",20,"Chico",-68.82605,-32.87441,"4",0,"bajo",62.8,251.2,"raro"
46228,"Morera","Medio (4 - 8 mts)",170,"Grande",-68.8258,-32.87441,"4",0,"medio",533.8,1601.4,"normal"
46229,"Morera","Bajo (2 - 4 mts)",20,"Chico",-68.82574,-32.87441,"4",0,"bajo",62.8,125.6,"raro"
46230,"Morera","Medio (4 - 8 mts)",170,"Grande",-68.82568,-32.87441,"4",0,"medio",533.8,1601.4,"normal"
46232,"Morera","Medio (4 - 8 mts)",100,"Grande",-68.8255,-32.8744,"4",0,"bajo",314,942,"normal"
46233,"Acer","Medio (4 - 8 mts)",100,"Grande",-68.82632,-32.87611,"4",0,"bajo",314,942,"muy común"
46236,"Morera","Alto (> 8 mts)",172,"Grande",-68.82518,-32.87577,"4",0,"medio",540.08,540.08,"muy común"
46237,"Morera","Alto (> 8 mts)",185,"Grande",-68.82533,-32.87584,"4",0,"medio",580.9,580.9,"muy común"
46238,"Morera","Alto (> 8 mts)",180,"Grande",-68.82543,-32.87589,"4",0,"medio",565.2,565.2,"muy común"
46239,"Morera","Alto (> 8 mts)",200,"Grande",-68.82553,-32.87595,"4",0,"medio",628,628,"muy común"
46240,"Morera","Alto (> 8 mts)",105,"Grande",-68.82562,-32.87599,"4",1,"medio",329.7,329.7,"muy común"
46244,"Morera","Alto (> 8 mts)",190,"Grande",-68.826,-32.8762,"4",0,"medio",596.6,596.6,"muy común"
46245,"Morera","Alto (> 8 mts)",220,"Grande",-68.82622,-32.87632,"4",0,"alto",690.8,690.8,"muy común"
46247,"Morera","Alto (> 8 mts)",175,"Grande",-68.82633,-32.87639,"4",1,"medio",549.5,549.5,"muy común"
46248,"Morera","Alto (> 8 mts)",140,"Grande",-68.82619,-32.8756,"4",1,"medio",439.6,439.6,"muy común"
46249,"Morera","Alto (> 8 mts)",160,"Grande",-68.82598,-32.87561,"4",1,"medio",502.4,502.4,"muy común"
46250,"Paraiso","Bajo (2 - 4 mts)",25,"Mediano",-68.82565,-32.87563,"4",0,"bajo",78.5,157,"raro"
46251,"Morera","Medio (4 - 8 mts)",100,"Grande",-68.82556,-32.87563,"4",0,"bajo",314,942,"normal"
46252,"Morera","Alto (> 8 mts)",205,"Grande",-68.82548,-32.87563,"4",1,"alto",643.7,643.7,"muy común"
46253,"Morera","Alto (> 8 mts)",145,"Grande",-68.82524,-32.87564,"4",1,"medio",455.3,455.3,"muy común"
46254,"Morera","Medio (4 - 8 mts)",84,"Grande",-68.82507,-32.87565,"4",0,"bajo",263.76,791.28,"normal"
46255,"Fresno europeo","Medio (4 - 8 mts)",160,"Grande",-68.82233,-32.87355,"4",0,"medio",502.4,1507.2,"muy común"
46256,"Fresno europeo","Medio (4 - 8 mts)",160,"Grande",-68.82242,-32.87354,"4",0,"medio",502.4,1507.2,"muy común"
46257,"Fresno europeo","Alto (> 8 mts)",180,"Grande",-68.82248,-32.87354,"4",0,"medio",565.2,565.2,"normal"
46261,"Fresno europeo","Alto (> 8 mts)",168,"Grande",-68.82271,-32.87353,"4",0,"medio",527.52,527.52,"normal"
46262,"Ailanthus","Alto (> 8 mts)",160,"Grande",-68.82277,-32.87352,"4",0,"medio",502.4,502.4,"muy común"
46265,"Morera","Alto (> 8 mts)",200,"Grande",-68.82305,-32.87351,"4",1,"medio",628,628,"muy común"
46266,"Morera","Alto (> 8 mts)",218,"Grande",-68.82311,-32.87351,"4",1,"alto",684.52,684.52,"muy común"
46267,"Morera","Bajo (2 - 4 mts)",15,"Chico",-68.82317,-32.8735,"4",0,"bajo",47.1,94.2,"raro"
46270,"Morera","Medio (4 - 8 mts)",130,"Grande",-68.82336,-32.87354,"4",1,"medio",408.2,1224.6,"normal"
46271,"Morera","Medio (4 - 8 mts)",120,"Grande",-68.82336,-32.87359,"4",1,"medio",376.8,1130.4,"normal"
46274,"Morera","Medio (4 - 8 mts)",180,"Grande",-68.82338,-32.87378,"4",0,"medio",565.2,1695.6,"normal"
46275,"Morera","Alto (> 8 mts)",180,"Grande",-68.82339,-32.8738,"4",0,"medio",565.2,565.2,"muy común"
46278,"Morera","Alto (> 8 mts)",125,"Grande",-68.82317,-32.87443,"4",0,"medio",392.5,392.5,"muy común"
46279,"Morera","Alto (> 8 mts)",160,"Grande",-68.82313,-32.87438,"4",0,"medio",502.4,502.4,"muy común"
46281,"Morera","Alto (> 8 mts)",150,"Grande",-68.8231,-32.87425,"4",0,"medio",471,471,"muy común"
46282,"Morera","Alto (> 8 mts)",160,"Grande",-68.82308,-32.8742,"4",0,"medio",502.4,502.4,"muy común"
46284,"Morera","Alto (> 8 mts)",155,"Grande",-68.82304,-32.8741,"4",0,"medio",486.7,486.7,"muy común"
46285,"Morera","Alto (> 8 mts)",158,"Grande",-68.82302,-32.87407,"4",0,"medio",496.12,496.12,"muy común"
46287,"Acacia SP","Medio (4 - 8 mts)",55,"Mediano",-68.82294,-32.87398,"4",0,"bajo",172.7,518.1,"normal"
46288,"Perenne","Muy bajo (1 - 2 mts)",15,"Chico",-68.82282,-32.8739,"4",0,"bajo",47.1,188.4,"raro"
46289,"Morera","Alto (> 8 mts)",190,"Grande",-68.82279,-32.87389,"4",1,"medio",596.6,596.6,"muy común"
46290,"Perenne","Muy bajo (1 - 2 mts)",5,"Chico",-68.82274,-32.87386,"4",0,"bajo",15.7,62.8,"raro"
46291,"Morera","Alto (> 8 mts)",200,"Grande",-68.8227,-32.87384,"4",0,"medio",628,628,"muy común"
46292,"Morera","Bajo (2 - 4 mts)",35,"Mediano",-68.82261,-32.87381,"4",0,"bajo",109.9,219.8,"raro"
46293,"Morera","Medio (4 - 8 mts)",148,"Grande",-68.82244,-32.87375,"4",0,"medio",464.72,1394.16,"normal"
46294,"Fresno europeo","Bajo (2 - 4 mts)",30,"Mediano",-68.8224,-32.87373,"4",0,"bajo",94.2,188.4,"raro"
46295,"Morera","Medio (4 - 8 mts)",60,"Mediano",-68.82236,-32.87371,"4",0,"bajo",188.4,565.2,"normal"
46296,"Morera","Alto (> 8 mts)",180,"Grande",-68.82232,-32.8737,"4",0,"medio",565.2,565.2,"muy común"
46297,"Morera","Alto (> 8 mts)",140,"Grande",-68.82229,-32.87369,"4",1,"medio",439.6,439.6,"muy común"
46301,"Morera","Alto (> 8 mts)",230,"Grande",-68.82358,-32.87349,"4",1,"alto",722.2,722.2,"muy común"
46304,"Morera","Bajo (2 - 4 mts)",16,"Chico",-68.82391,-32.87347,"4",0,"bajo",50.24,100.48,"raro"
46306,"Morera","Alto (> 8 mts)",220,"Grande",-68.82403,-32.87346,"4",1,"alto",690.8,690.8,"muy común"
46307,"Olmo comun","Alto (> 8 mts)",128,"Grande",-68.8241,-32.87346,"4",0,"medio",401.92,401.92,"muy común"
